id,language,region1,region2,region3,locality,postcode,suburb,latitude,longitude,elevation,iso2,fips,nuts,hasc,stat,timezone,utc,dst
1005525315,DE,Aargau,Aarau,Aarau,Aarau,5000,,47.387958,8.044136,399,CH-AG,SZ01,CH033,CH.AG.AA,4001,Europe/Zurich,+01:00,+02:00
1005525316,DE,Aargau,Aarau,Aarau,Aarau,5004,,47.400307,8.061208,365,CH-AG,SZ01,CH033,CH.AG.AA,4001,Europe/Zurich,+01:00,+02:00
1005525317,DE,Aargau,Aarau,Aarau,Aarau Rohr,5032,,47.404649,8.087634,374,CH-AG,SZ01,CH033,CH.AG.AA,4001,Europe/Zurich,+01:00,+02:00
1005525318,DE,Aargau,Aarau,Biberstein,Biberstein,5023,,47.413675,8.081266,393,CH-AG,SZ01,CH033,CH.AG.AA,4002,Europe/Zurich,+01:00,+02:00
1005525319,DE,Aargau,Aarau,Buchs,Buchs,5033,,47.388525,8.075502,383,CH-AG,SZ01,CH033,CH.AG.AA,4003,Europe/Zurich,+01:00,+02:00
1005525320,DE,Aargau,Aarau,Densbüren,Asp,5025,,47.443642,8.049303,560,CH-AG,SZ01,CH033,CH.AG.AA,4004,Europe/Zurich,+01:00,+02:00
1005525321,DE,Aargau,Aarau,Densbüren,Densbüren,5026,,47.454141,8.053607,498,CH-AG,SZ01,CH033,CH.AG.AA,4004,Europe/Zurich,+01:00,+02:00
1005525322,DE,Aargau,Aarau,Densbüren,Herzberg,5025,,47.436476,8.04674,692,CH-AG,SZ01,CH033,CH.AG.AA,4004,Europe/Zurich,+01:00,+02:00
1005525323,DE,Aargau,Aarau,Densbüren,Staffelegg,5025,,47.433566,8.058456,609,CH-AG,SZ01,CH033,CH.AG.AA,4004,Europe/Zurich,+01:00,+02:00
1005525324,DE,Aargau,Aarau,Erlinsbach,Barmelweid,5017,,47.421192,7.97137,797,CH-AG,SZ01,CH033,CH.AG.AA,4005,Europe/Zurich,+01:00,+02:00
1005525325,DE,Aargau,Aarau,Erlinsbach,Erlinsbach,5018,,47.402211,8.011168,419,CH-AG,SZ01,CH033,CH.AG.AA,4005,Europe/Zurich,+01:00,+02:00
1005525326,DE,Aargau,Aarau,Gränichen,Gränichen,5722,,47.359128,8.097379,413,CH-AG,SZ01,CH033,CH.AG.AA,4006,Europe/Zurich,+01:00,+02:00
1005525327,DE,Aargau,Aarau,Gränichen,Rütihof bei Gränichen,5722,,47.338763,8.081252,582,CH-AG,SZ01,CH033,CH.AG.AA,4006,Europe/Zurich,+01:00,+02:00
1005525328,DE,Aargau,Aarau,Hirschthal,Hirschthal,5042,,47.318824,8.052802,445,CH-AG,SZ01,CH033,CH.AG.AA,4007,Europe/Zurich,+01:00,+02:00
1005525329,DE,Aargau,Aarau,Küttigen,Küttigen,5024,,47.414504,8.048063,411,CH-AG,SZ01,CH033,CH.AG.AA,4008,Europe/Zurich,+01:00,+02:00
1005525330,DE,Aargau,Aarau,Küttigen,Rombach,5022,,47.401738,8.044108,384,CH-AG,SZ01,CH033,CH.AG.AA,4008,Europe/Zurich,+01:00,+02:00
1005525331,DE,Aargau,Aarau,Muhen,Muhen,5037,,47.335237,8.054497,436,CH-AG,SZ01,CH033,CH.AG.AA,4009,Europe/Zurich,+01:00,+02:00
1005525332,DE,Aargau,Aarau,Muhen,Obermuhen,5037,,47.328416,8.056377,441,CH-AG,SZ01,CH033,CH.AG.AA,4009,Europe/Zurich,+01:00,+02:00
1005525333,DE,Aargau,Aarau,Oberentfelden,Oberentfelden,5036,,47.356472,8.046741,413,CH-AG,SZ01,CH033,CH.AG.AA,4010,Europe/Zurich,+01:00,+02:00
1005525334,DE,Aargau,Aarau,Suhr,Suhr,5034,,47.375077,8.078823,397,CH-AG,SZ01,CH033,CH.AG.AA,4012,Europe/Zurich,+01:00,+02:00
1005525335,DE,Aargau,Aarau,Unterentfelden,Unterentfelden,5035,,47.367358,8.04446,414,CH-AG,SZ01,CH033,CH.AG.AA,4013,Europe/Zurich,+01:00,+02:00
1005525336,DE,Aargau,Baden,Baden,Baden,5400,,47.473515,8.307598,384,CH-AG,SZ01,CH033,CH.AG.BA,4021,Europe/Zurich,+01:00,+02:00
1005525337,DE,Aargau,Baden,Baden,Baden,5404,,47.454549,8.27962,449,CH-AG,SZ01,CH033,CH.AG.BA,4021,Europe/Zurich,+01:00,+02:00
1005525338,DE,Aargau,Baden,Baden,Dättwil,5405,,47.453574,8.286043,433,CH-AG,SZ01,CH033,CH.AG.BA,4021,Europe/Zurich,+01:00,+02:00
1005525339,DE,Aargau,Baden,Baden,Rütihof,5406,,47.438055,8.269761,405,CH-AG,SZ01,CH033,CH.AG.BA,4021,Europe/Zurich,+01:00,+02:00
1005525340,DE,Aargau,Baden,Bellikon,Bellikon,5454,,47.390581,8.345852,612,CH-AG,SZ01,CH033,CH.AG.BA,4022,Europe/Zurich,+01:00,+02:00
1005525341,DE,Aargau,Baden,Bergdietikon,Baltenschwil,8962,,47.391992,8.392051,440,CH-AG,SZ01,CH033,CH.AG.BA,4023,Europe/Zurich,+01:00,+02:00
1005525342,DE,Aargau,Baden,Bergdietikon,Bergdietikon,8962,,47.389272,8.385338,514,CH-AG,SZ01,CH033,CH.AG.BA,4023,Europe/Zurich,+01:00,+02:00
1005525343,DE,Aargau,Baden,Birmenstorf,Birmenstorf,5413,,47.460672,8.249541,381,CH-AG,SZ01,CH033,CH.AG.BA,4024,Europe/Zurich,+01:00,+02:00
1005525344,DE,Aargau,Baden,Ehrendingen,Ehrendingen,5420,,47.495393,8.340568,466,CH-AG,SZ01,CH033,CH.AG.BA,4049,Europe/Zurich,+01:00,+02:00
1005525345,DE,Aargau,Baden,Ennetbaden,Ennetbaden,5408,,47.478487,8.317885,411,CH-AG,SZ01,CH033,CH.AG.BA,4026,Europe/Zurich,+01:00,+02:00
1005525346,DE,Aargau,Baden,Fislisbach,Fislisbach,5442,,47.436288,8.292852,432,CH-AG,SZ01,CH033,CH.AG.BA,4027,Europe/Zurich,+01:00,+02:00
1005525347,DE,Aargau,Baden,Freienwil,Freienwil,5423,,47.502971,8.32653,464,CH-AG,SZ01,CH033,CH.AG.BA,4028,Europe/Zurich,+01:00,+02:00
1005525348,DE,Aargau,Baden,Gebenstorf,Gebenstorf,5412,,47.481794,8.240738,360,CH-AG,SZ01,CH033,CH.AG.BA,4029,Europe/Zurich,+01:00,+02:00
1005525349,DE,Aargau,Baden,Gebenstorf,Reuss,5412,,47.478854,8.229654,340,CH-AG,SZ01,CH033,CH.AG.BA,4029,Europe/Zurich,+01:00,+02:00
1005525350,DE,Aargau,Baden,Gebenstorf,Vogelsang,5412,,47.494245,8.240611,336,CH-AG,SZ01,CH033,CH.AG.BA,4029,Europe/Zurich,+01:00,+02:00
1005525351,DE,Aargau,Baden,Killwangen,Killwangen,8956,,47.433629,8.349271,410,CH-AG,SZ01,CH033,CH.AG.BA,4030,Europe/Zurich,+01:00,+02:00
1005525352,DE,Aargau,Baden,Künten,Künten,5444,,47.38947,8.330291,423,CH-AG,SZ01,CH033,CH.AG.BA,4031,Europe/Zurich,+01:00,+02:00
1005525353,DE,Aargau,Baden,Künten,Sulz bei Künten,5444,,47.381602,8.322927,364,CH-AG,SZ01,CH033,CH.AG.BA,4031,Europe/Zurich,+01:00,+02:00
1005525354,DE,Aargau,Baden,Mägenwil,Mägenwil,5506,,47.410928,8.228218,424,CH-AG,SZ01,CH033,CH.AG.BA,4032,Europe/Zurich,+01:00,+02:00
1005525355,DE,Aargau,Baden,Mellingen,Mellingen,5507,,47.418772,8.273599,351,CH-AG,SZ01,CH033,CH.AG.BA,4033,Europe/Zurich,+01:00,+02:00
1005525356,DE,Aargau,Baden,Neuenhof,Neuenhof,5432,,47.445318,8.331845,402,CH-AG,SZ01,CH033,CH.AG.BA,4034,Europe/Zurich,+01:00,+02:00
1005525357,DE,Aargau,Baden,Niederrohrdorf,Niederrohrdorf,5443,,47.421054,8.305378,438,CH-AG,SZ01,CH033,CH.AG.BA,4035,Europe/Zurich,+01:00,+02:00
1005525358,DE,Aargau,Baden,Niederrohrdorf,Vogelrüti,5443,,47.414658,8.312881,440,CH-AG,SZ01,CH033,CH.AG.BA,4035,Europe/Zurich,+01:00,+02:00
1005525359,DE,Aargau,Baden,Oberrohrdorf,Oberrohrdorf,5452,,47.417865,8.316424,494,CH-AG,SZ01,CH033,CH.AG.BA,4037,Europe/Zurich,+01:00,+02:00
1005525360,DE,Aargau,Baden,Oberrohrdorf,Staretschwil,5452,,47.42856,8.314686,559,CH-AG,SZ01,CH033,CH.AG.BA,4037,Europe/Zurich,+01:00,+02:00
1005525361,DE,Aargau,Baden,Obersiggenthal,Hertenstein,5415,,47.486797,8.31174,486,CH-AG,SZ01,CH033,CH.AG.BA,4038,Europe/Zurich,+01:00,+02:00
1005525362,DE,Aargau,Baden,Obersiggenthal,Kirchdorf,5416,,47.495877,8.275437,395,CH-AG,SZ01,CH033,CH.AG.BA,4038,Europe/Zurich,+01:00,+02:00
1005525363,DE,Aargau,Baden,Obersiggenthal,Nussbaumen,5415,,47.488202,8.287253,377,CH-AG,SZ01,CH033,CH.AG.BA,4038,Europe/Zurich,+01:00,+02:00
1005525364,DE,Aargau,Baden,Obersiggenthal,Obersiggenthal,5415,,47.487246,8.295845,388,CH-AG,SZ01,CH033,CH.AG.BA,4038,Europe/Zurich,+01:00,+02:00
1005525365,DE,Aargau,Baden,Obersiggenthal,Rieden,5415,,47.484465,8.301768,384,CH-AG,SZ01,CH033,CH.AG.BA,4038,Europe/Zurich,+01:00,+02:00
1005525366,DE,Aargau,Baden,Remetschwil,Busslingen,5453,,47.408131,8.316644,410,CH-AG,SZ01,CH033,CH.AG.BA,4039,Europe/Zurich,+01:00,+02:00
1005525367,DE,Aargau,Baden,Remetschwil,Remetschwil,5453,,47.408367,8.326664,528,CH-AG,SZ01,CH033,CH.AG.BA,4039,Europe/Zurich,+01:00,+02:00
1005525368,DE,Aargau,Baden,Spreitenbach,Spreitenbach,8957,,47.418155,8.366145,413,CH-AG,SZ01,CH033,CH.AG.BA,4040,Europe/Zurich,+01:00,+02:00
1005525369,DE,Aargau,Baden,Stetten,Stetten,5608,,47.400275,8.307002,387,CH-AG,SZ01,CH033,CH.AG.BA,4041,Europe/Zurich,+01:00,+02:00
1005525370,DE,Aargau,Baden,Turgi,Ennetturgi,5300,,47.497534,8.251702,339,CH-AG,SZ01,CH033,CH.AG.BA,4042,Europe/Zurich,+01:00,+02:00
1005525371,DE,Aargau,Baden,Turgi,Turgi,5300,,47.492334,8.253648,344,CH-AG,SZ01,CH033,CH.AG.BA,4042,Europe/Zurich,+01:00,+02:00
1005525372,DE,Aargau,Baden,Turgi,Wil bei Turgi,5300,,47.488511,8.261417,371,CH-AG,SZ01,CH033,CH.AG.BA,4042,Europe/Zurich,+01:00,+02:00
1005525373,DE,Aargau,Baden,Untersiggenthal,Obersiggingen,5417,,47.50512,8.25575,426,CH-AG,SZ01,CH033,CH.AG.BA,4044,Europe/Zurich,+01:00,+02:00
1005525374,DE,Aargau,Baden,Untersiggenthal,Siggenthal Station,5301,,47.520619,8.242921,358,CH-AG,SZ01,CH033,CH.AG.BA,4044,Europe/Zurich,+01:00,+02:00
1005525375,DE,Aargau,Baden,Untersiggenthal,Untersiggenthal,5417,,47.503357,8.253424,391,CH-AG,SZ01,CH033,CH.AG.BA,4044,Europe/Zurich,+01:00,+02:00
1005525376,DE,Aargau,Baden,Untersiggenthal,Untersiggingen,5417,,47.499945,8.25714,375,CH-AG,SZ01,CH033,CH.AG.BA,4044,Europe/Zurich,+01:00,+02:00
1005525377,DE,Aargau,Baden,Wettingen,Wettingen,5430,,47.460921,8.315488,392,CH-AG,SZ01,CH033,CH.AG.BA,4045,Europe/Zurich,+01:00,+02:00
1005525378,DE,Aargau,Baden,Wohlenschwil,Büblikon,5512,,47.416654,8.258895,361,CH-AG,SZ01,CH033,CH.AG.BA,4046,Europe/Zurich,+01:00,+02:00
1005525379,DE,Aargau,Baden,Wohlenschwil,Wohlenschwil,5512,,47.411531,8.259262,374,CH-AG,SZ01,CH033,CH.AG.BA,4046,Europe/Zurich,+01:00,+02:00
1005525380,DE,Aargau,Baden,Würenlingen,Würenlingen,5303,,47.530925,8.257951,384,CH-AG,SZ01,CH033,CH.AG.BA,4047,Europe/Zurich,+01:00,+02:00
1005525381,DE,Aargau,Baden,Würenlos,Kloster Fahr,8109,,47.408675,8.438679,396,CH-AG,SZ01,CH033,CH.AG.BA,4048,Europe/Zurich,+01:00,+02:00
1005525382,DE,Aargau,Baden,Würenlos,Oetlikon,5436,,47.448828,8.376627,418,CH-AG,SZ01,CH033,CH.AG.BA,4048,Europe/Zurich,+01:00,+02:00
1005525383,DE,Aargau,Baden,Würenlos,Würenlos,5436,,47.441925,8.362934,408,CH-AG,SZ01,CH033,CH.AG.BA,4048,Europe/Zurich,+01:00,+02:00
1005525384,DE,Aargau,Bremgarten,Arni,Arni,8905,,47.319107,8.419659,573,CH-AG,SZ01,CH033,CH.AG.BG,4061,Europe/Zurich,+01:00,+02:00
1005525385,DE,Aargau,Bremgarten,Berikon,Berikon,8965,,47.349903,8.373266,552,CH-AG,SZ01,CH033,CH.AG.BG,4062,Europe/Zurich,+01:00,+02:00
1005525386,DE,Aargau,Bremgarten,Bremgarten,Bremgarten,5620,,47.350895,8.344262,387,CH-AG,SZ01,CH033,CH.AG.BG,4063,Europe/Zurich,+01:00,+02:00
1005525387,DE,Aargau,Bremgarten,Bremgarten,Hermetschwil-Staffeln,5626,,47.331406,8.344,411,CH-AG,SZ01,CH033,CH.AG.BG,4063,Europe/Zurich,+01:00,+02:00
1005525388,DE,Aargau,Bremgarten,Büttikon,Büttikon,5619,,47.326181,8.269197,502,CH-AG,SZ01,CH033,CH.AG.BG,4064,Europe/Zurich,+01:00,+02:00
1005525389,DE,Aargau,Bremgarten,Dottikon,Dottikon,5605,,47.383417,8.239874,416,CH-AG,SZ01,CH033,CH.AG.BG,4065,Europe/Zurich,+01:00,+02:00
1005525390,DE,Aargau,Bremgarten,Eggenwil,Eggenwil,5445,,47.369291,8.338806,373,CH-AG,SZ01,CH033,CH.AG.BG,4066,Europe/Zurich,+01:00,+02:00
1005525391,DE,Aargau,Bremgarten,Fischbach-Göslikon,Fischbach-Göslikon,5525,,47.373935,8.304184,383,CH-AG,SZ01,CH033,CH.AG.BG,4067,Europe/Zurich,+01:00,+02:00
1005525392,DE,Aargau,Bremgarten,Hägglingen,Hägglingen,5607,,47.38899,8.252657,474,CH-AG,SZ01,CH033,CH.AG.BG,4068,Europe/Zurich,+01:00,+02:00
1005525393,DE,Aargau,Bremgarten,Islisberg,Islisberg,8905,,47.323166,8.439464,668,CH-AG,SZ01,CH033,CH.AG.BG,4084,Europe/Zurich,+01:00,+02:00
1005525394,DE,Aargau,Bremgarten,Jonen,Jonen,8916,,47.296269,8.395347,400,CH-AG,SZ01,CH033,CH.AG.BG,4071,Europe/Zurich,+01:00,+02:00
1005525395,DE,Aargau,Bremgarten,Niederwil,Gnadenthal,5524,,47.392616,8.302407,364,CH-AG,SZ01,CH033,CH.AG.BG,4072,Europe/Zurich,+01:00,+02:00
1005525396,DE,Aargau,Bremgarten,Niederwil,Nesselnbach,5524,,47.388188,8.290328,393,CH-AG,SZ01,CH033,CH.AG.BG,4072,Europe/Zurich,+01:00,+02:00
1005525397,DE,Aargau,Bremgarten,Niederwil,Niederwil,5524,,47.376419,8.296304,405,CH-AG,SZ01,CH033,CH.AG.BG,4072,Europe/Zurich,+01:00,+02:00
1005525265,DE,Aargau,Bremgarten,Oberlunkhofen,Lunkhofen,8917,,47.312479,8.389878,441,CH-AG,SZ01,CH033,CH.AG.BG,4073,Europe/Zurich,+01:00,+02:00
1005525398,DE,Aargau,Bremgarten,Oberwil-Lieli,Lieli,8966,,47.341276,8.394242,596,CH-AG,SZ01,CH033,CH.AG.BG,4074,Europe/Zurich,+01:00,+02:00
1005525305,DE,Aargau,Bremgarten,Oberwil-Lieli,Oberwil,8966,,47.336116,8.386932,560,CH-AG,SZ01,CH033,CH.AG.BG,4074,Europe/Zurich,+01:00,+02:00
1005525399,DE,Aargau,Bremgarten,Rudolfstetten-Friedlisberg,Friedlisberg,8964,,47.3633,8.388477,599,CH-AG,SZ01,CH033,CH.AG.BG,4075,Europe/Zurich,+01:00,+02:00
1005525400,DE,Aargau,Bremgarten,Rudolfstetten-Friedlisberg,Rudolfstetten,8964,,47.365395,8.387359,569,CH-AG,SZ01,CH033,CH.AG.BG,4075,Europe/Zurich,+01:00,+02:00
1005525401,DE,Aargau,Bremgarten,Sarmenstorf,Sarmenstorf,5614,,47.309254,8.247055,531,CH-AG,SZ01,CH033,CH.AG.BG,4076,Europe/Zurich,+01:00,+02:00
1005525402,DE,Aargau,Bremgarten,Tägerig,Tägerig,5522,,47.401769,8.277435,406,CH-AG,SZ01,CH033,CH.AG.BG,4077,Europe/Zurich,+01:00,+02:00
1005525403,DE,Aargau,Bremgarten,Uezwil,Uezwil,5619,,47.316278,8.274421,531,CH-AG,SZ01,CH033,CH.AG.BG,4078,Europe/Zurich,+01:00,+02:00
1005525266,DE,Aargau,Bremgarten,Unterlunkhofen,Lunkhofen,8918,,47.314614,8.387522,427,CH-AG,SZ01,CH033,CH.AG.BG,4079,Europe/Zurich,+01:00,+02:00
1005525404,DE,Aargau,Bremgarten,Villmergen,Hilfikon,5613,,47.333239,8.246546,484,CH-AG,SZ01,CH033,CH.AG.BG,4080,Europe/Zurich,+01:00,+02:00
1005525405,DE,Aargau,Bremgarten,Villmergen,Villmergen,5612,,47.347581,8.244568,433,CH-AG,SZ01,CH033,CH.AG.BG,4080,Europe/Zurich,+01:00,+02:00
1005525406,DE,Aargau,Bremgarten,Widen,Widen,8967,,47.369628,8.359513,566,CH-AG,SZ01,CH033,CH.AG.BG,4081,Europe/Zurich,+01:00,+02:00
1005525407,DE,Aargau,Bremgarten,Wohlen,Anglikon,5611,,47.365036,8.262209,409,CH-AG,SZ01,CH033,CH.AG.BG,4082,Europe/Zurich,+01:00,+02:00
1005525408,DE,Aargau,Bremgarten,Wohlen,Wohlen,5610,,47.351351,8.273918,416,CH-AG,SZ01,CH033,CH.AG.BG,4082,Europe/Zurich,+01:00,+02:00
1005525409,DE,Aargau,Bremgarten,Zufikon,Zufikon,5621,,47.347731,8.358194,405,CH-AG,SZ01,CH033,CH.AG.BG,4083,Europe/Zurich,+01:00,+02:00
1005525410,DE,Aargau,Brugg,Auenstein,Auenstein,5105,,47.416677,8.134614,377,CH-AG,SZ01,CH033,CH.AG.BR,4091,Europe/Zurich,+01:00,+02:00
1005525411,DE,Aargau,Brugg,Birr,Birr,5242,,47.436958,8.201845,405,CH-AG,SZ01,CH033,CH.AG.BR,4092,Europe/Zurich,+01:00,+02:00
1005525412,DE,Aargau,Brugg,Birrhard,Birrhard,5244,,47.432962,8.245676,387,CH-AG,SZ01,CH033,CH.AG.BR,4093,Europe/Zurich,+01:00,+02:00
1005525440,DE,Aargau,Brugg,Bözberg,Bözberg,5225,,47.49805,8.155167,552,CH-AG,SZ01,CH033,CH.AG.BR,4124,Europe/Zurich,+01:00,+02:00
1005525413,DE,Aargau,Brugg,Bözen,Bözen,5076,,47.494807,8.084025,409,CH-AG,SZ01,CH033,CH.AG.BR,4094,Europe/Zurich,+01:00,+02:00
1005525414,DE,Aargau,Brugg,Brugg,Brugg,5200,,47.483805,8.207255,352,CH-AG,SZ01,CH033,CH.AG.BR,4095,Europe/Zurich,+01:00,+02:00
1005525415,DE,Aargau,Brugg,Brugg,Königsfelden,5200,,47.480479,8.212766,357,CH-AG,SZ01,CH033,CH.AG.BR,4095,Europe/Zurich,+01:00,+02:00
1005525416,DE,Aargau,Brugg,Brugg,Umiken,5222,,47.482045,8.18934,356,CH-AG,SZ01,CH033,CH.AG.BR,4095,Europe/Zurich,+01:00,+02:00
1005525417,DE,Aargau,Brugg,Effingen,Effingen,5078,,47.488623,8.104264,438,CH-AG,SZ01,CH033,CH.AG.BR,4096,Europe/Zurich,+01:00,+02:00
1005525418,DE,Aargau,Brugg,Elfingen,Elfingen,5077,,47.507004,8.099087,468,CH-AG,SZ01,CH033,CH.AG.BR,4097,Europe/Zurich,+01:00,+02:00
1005525419,DE,Aargau,Brugg,Habsburg,Habsburg,5245,,47.462006,8.186075,464,CH-AG,SZ01,CH033,CH.AG.BR,4099,Europe/Zurich,+01:00,+02:00
1005525420,DE,Aargau,Brugg,Hausen,Hausen,5212,,47.398017,8.343977,636,CH-AG,SZ01,CH033,CH.AG.BR,4100,Europe/Zurich,+01:00,+02:00
1005525421,DE,Aargau,Brugg,Lupfig,Birrfeld,5242,,47.446457,8.223728,391,CH-AG,SZ01,CH033,CH.AG.BR,4104,Europe/Zurich,+01:00,+02:00
1005525422,DE,Aargau,Brugg,Lupfig,Lupfig,5242,,47.439379,8.198938,404,CH-AG,SZ01,CH033,CH.AG.BR,4104,Europe/Zurich,+01:00,+02:00
1005525423,DE,Aargau,Brugg,Mandach,Mandach,5318,,47.547161,8.186312,494,CH-AG,SZ01,CH033,CH.AG.BR,4105,Europe/Zurich,+01:00,+02:00
1005525424,DE,Aargau,Brugg,Mönthal,Mönthal,5237,,47.51837,8.142578,478,CH-AG,SZ01,CH033,CH.AG.BR,4106,Europe/Zurich,+01:00,+02:00
1005525425,DE,Aargau,Brugg,Mönthal,Ueberthal,5237,,47.50737,8.151131,464,CH-AG,SZ01,CH033,CH.AG.BR,4106,Europe/Zurich,+01:00,+02:00
1005525426,DE,Aargau,Brugg,Mülligen,Mülligen,5243,,47.457796,8.239388,364,CH-AG,SZ01,CH033,CH.AG.BR,4107,Europe/Zurich,+01:00,+02:00
1005525427,DE,Aargau,Brugg,Remigen,Remigen,5236,,47.51574,8.189291,392,CH-AG,SZ01,CH033,CH.AG.BR,4110,Europe/Zurich,+01:00,+02:00
1005525428,DE,Aargau,Brugg,Riniken,Riniken,5223,,47.493897,8.188994,391,CH-AG,SZ01,CH033,CH.AG.BR,4111,Europe/Zurich,+01:00,+02:00
1005525429,DE,Aargau,Brugg,Rüfenach,Rüfenach,5235,,47.509055,8.205077,378,CH-AG,SZ01,CH033,CH.AG.BR,4112,Europe/Zurich,+01:00,+02:00
1005525430,DE,Aargau,Brugg,Scherz,Scherz,5246,,47.446216,8.185676,407,CH-AG,SZ01,CH033,CH.AG.BR,4113,Europe/Zurich,+01:00,+02:00
1005525432,DE,Aargau,Brugg,Schinznach,Oberflachs,5108,,47.440861,8.130517,404,CH-AG,SZ01,CH033,CH.AG.BR,4125,Europe/Zurich,+01:00,+02:00
1005525433,DE,Aargau,Brugg,Schinznach,Schinznach Dorf,5107,,47.446993,8.141404,385,CH-AG,SZ01,CH033,CH.AG.BR,4125,Europe/Zurich,+01:00,+02:00
1005525431,DE,Aargau,Brugg,Schinznach-Bad,Schinznach Bad,5116,,47.449689,8.168484,362,CH-AG,SZ01,CH033,CH.AG.BR,4114,Europe/Zurich,+01:00,+02:00
1005525434,DE,Aargau,Brugg,Thalheim,Thalheim,5112,,47.435831,8.098288,459,CH-AG,SZ01,CH033,CH.AG.BR,4117,Europe/Zurich,+01:00,+02:00
1005525435,DE,Aargau,Brugg,Veltheim,Veltheim,5106,,47.509026,8.714467,451,CH-AG,SZ01,CH033,CH.AG.BR,4120,Europe/Zurich,+01:00,+02:00
1005525436,DE,Aargau,Brugg,Villigen,Stilli,5233,,47.517375,8.231888,333,CH-AG,SZ01,CH033,CH.AG.BR,4121,Europe/Zurich,+01:00,+02:00
1005525437,DE,Aargau,Brugg,Villigen,Villigen,5234,,47.526983,8.21289,393,CH-AG,SZ01,CH033,CH.AG.BR,4121,Europe/Zurich,+01:00,+02:00
1005525438,DE,Aargau,Brugg,Villnachern,Villnachern,5213,,47.469367,8.163244,358,CH-AG,SZ01,CH033,CH.AG.BR,4122,Europe/Zurich,+01:00,+02:00
1005525439,DE,Aargau,Brugg,Windisch,Windisch,5210,,47.478511,8.220216,367,CH-AG,SZ01,CH033,CH.AG.BR,4123,Europe/Zurich,+01:00,+02:00
1005525441,DE,Aargau,Kulm,Beinwil am See,Beinwil am See,5712,,47.26639,8.202743,522,CH-AG,SZ01,CH033,CH.AG.KU,4131,Europe/Zurich,+01:00,+02:00
1005525442,DE,Aargau,Kulm,Birrwil,Birrwil,5708,,47.289645,8.198994,518,CH-AG,SZ01,CH033,CH.AG.KU,4132,Europe/Zurich,+01:00,+02:00
1005525443,DE,Aargau,Kulm,Burg,Burg,5736,,47.271298,8.1408,542,CH-AG,SZ01,CH033,CH.AG.KU,4133,Europe/Zurich,+01:00,+02:00
1005525444,DE,Aargau,Kulm,Dürrenäsch,Dürrenäsch,5724,,47.321417,8.156932,555,CH-AG,SZ01,CH033,CH.AG.KU,4134,Europe/Zurich,+01:00,+02:00
1005525445,DE,Aargau,Kulm,Gontenschwil,Gontenschwil,5728,,47.276057,8.145008,522,CH-AG,SZ01,CH033,CH.AG.KU,4135,Europe/Zurich,+01:00,+02:00
1005525446,DE,Aargau,Kulm,Gontenschwil,Schwarzenberg Bad,5728,,47.25428,8.137833,618,CH-AG,SZ01,CH033,CH.AG.KU,4135,Europe/Zurich,+01:00,+02:00
1005525447,DE,Aargau,Kulm,Holziken,Holziken,5043,,47.32172,8.037229,447,CH-AG,SZ01,CH033,CH.AG.KU,4136,Europe/Zurich,+01:00,+02:00
1011402364,DE,Aargau,Kulm,Leimbach,Leimbach,5733,,47.275802,8.169924,612,CH-AG,SZ01,CH033,CH.AG.KU,4137,Europe/Zurich,+01:00,+02:00
1005525449,DE,Aargau,Kulm,Leutwil,Leutwil,5725,,47.310878,8.173092,600,CH-AG,SZ01,CH033,CH.AG.KU,4138,Europe/Zurich,+01:00,+02:00
1005525450,DE,Aargau,Kulm,Menziken,Menziken,5737,,47.24336,8.187016,543,CH-AG,SZ01,CH033,CH.AG.KU,4139,Europe/Zurich,+01:00,+02:00
1005525451,DE,Aargau,Kulm,Oberkulm,Oberkulm,5727,,47.298748,8.120478,478,CH-AG,SZ01,CH033,CH.AG.KU,4140,Europe/Zurich,+01:00,+02:00
1005525452,DE,Aargau,Kulm,Reinach,Reinach,5734,,47.253991,8.183501,529,CH-AG,SZ01,CH033,CH.AG.KU,4141,Europe/Zurich,+01:00,+02:00
1005525453,DE,Aargau,Kulm,Schlossrued,Kirchrued,5044,,47.284952,8.097604,516,CH-AG,SZ01,CH033,CH.AG.KU,4142,Europe/Zurich,+01:00,+02:00
1005525454,DE,Aargau,Kulm,Schlossrued,Schlossrued,5044,,47.292313,8.086108,499,CH-AG,SZ01,CH033,CH.AG.KU,4142,Europe/Zurich,+01:00,+02:00
1005525455,DE,Aargau,Kulm,Schmiedrued,Schmiedrued,5046,,47.270037,8.105241,573,CH-AG,SZ01,CH033,CH.AG.KU,4143,Europe/Zurich,+01:00,+02:00
1005525456,DE,Aargau,Kulm,Schmiedrued,Walde,5046,,47.261238,8.110779,623,CH-AG,SZ01,CH033,CH.AG.KU,4143,Europe/Zurich,+01:00,+02:00
1005525457,DE,Aargau,Kulm,Schöftland,Schöftland,5040,,47.30471,8.051518,459,CH-AG,SZ01,CH033,CH.AG.KU,4144,Europe/Zurich,+01:00,+02:00
1005525458,DE,Aargau,Kulm,Teufenthal,Teufenthal,5723,,47.327571,8.119108,481,CH-AG,SZ01,CH033,CH.AG.KU,4145,Europe/Zurich,+01:00,+02:00
1005525459,DE,Aargau,Kulm,Unterkulm,Unterkulm,5726,,47.310559,8.114683,466,CH-AG,SZ01,CH033,CH.AG.KU,4146,Europe/Zurich,+01:00,+02:00
1005525460,DE,Aargau,Kulm,Zetzwil,Zetzwil,5732,,47.286216,8.149711,513,CH-AG,SZ01,CH033,CH.AG.KU,4147,Europe/Zurich,+01:00,+02:00
